price,geo_risk_score,location_rating,grade_of_the_house,number_of_bedrooms,number_of_bathrooms,living_area,investment_score,investment_recommendation
396800,0.2973760932944606,Low Risk,8,4,2.5,2200,45.77739667295489,Moderate Investment
390000,0.1504373177842565,Low Risk,6,3,2.25,1640,31.402519449338172,Low Investment
385000,0.1495626822157434,Low Risk,7,3,1.0,1030,32.7365179838169,Low Investment
380000,0.0002915451895043,Low Risk,7,3,1.0,1020,26.7389345348529,Low Investment
379900,0.0061224489795918,Low Risk,8,3,2.5,1800,32.057732183782605,Low Investment
364500,0.2921282798833818,Low Risk,7,3,1.0,1060,38.519355794265756,Moderate Investment
360000,0.2941690962099125,Low Risk,7,3,2.25,2130,41.4619510141719,Moderate Investment
359950,0.1510204081632652,Low Risk,6,3,1.0,1400,30.784131834552,Low Investment
358000,0.1495626822157434,Low Risk,6,3,1.0,940,29.495876272586955,Low Investment
350000,0.153935860058309,Low Risk,8,3,2.25,1322,36.69219376062113,Moderate Investment
336000,0.2997084548104956,Low Risk,8,4,2.25,2210,45.89742910151073,Moderate Investment
335000,0.0069970845481049,Low Risk,7,4,2.5,1830,30.172931510266444,Low Investment
325000,0.2927113702623906,Low Risk,7,3,1.75,1010,38.408989569853915,Moderate Investment
320900,0.0081632653061224,Low Risk,8,3,2.0,1770,32.05915093310051,Low Investment
320000,0.0034985422740524,Low Risk,8,3,1.75,2000,32.4875352738498,Low Investment
308000,0.2956268221574343,Low Risk,8,4,2.5,2330,46.05501941036154,Moderate Investment
307999,0.2950437317784256,Low Risk,8,4,2.75,2420,46.27233750643114,Moderate Investment
294950,0.1478134110787172,Low Risk,6,3,1.0,1240,30.228044464539064,Low Investment
281000,0.1475218658892128,Low Risk,6,3,1.0,1300,30.37681046444552,Low Investment
279000,0.1533527696793002,Low Risk,7,3,1.75,1430,33.957640198936716,Low Investment
270000,0.003206997084548,Low Risk,7,3,1.5,1540,28.24592694220545,Low Investment
270000,0.149271137026239,Low Risk,6,2,1.0,1150,29.045711791209985,Low Investment
269950,0.0034985422740524,Low Risk,7,3,2.5,1520,28.204112813956748,Low Investment
265000,0.2935860058309038,Low Risk,7,3,1.75,1170,38.87178247922545,Moderate Investment
252000,0.293002915451895,Low Risk,7,3,1.0,1170,38.8484588640651,Moderate Investment
240000,0.2935860058309038,Low Risk,7,3,1.5,1010,38.44397499259444,Moderate Investment
239000,0.0017492711370262,Low Risk,6,4,1.0,1280,25.492430738529176,Low Investment
239000,0.0017492711370262,Low Risk,6,2,1.0,710,21.968366567406182,Low Investment
210000,0.2994169096209912,Low Risk,6,3,1.0,920,35.43656943296799,Moderate Investment
208000,0.2965014577259475,Low Risk,5,2,1.0,820,31.052571678021856,Low Investment
202000,0.1542274052478133,Low Risk,6,1,0.75,590,26.746636316864404,Low Investment
200000,0.2938775510204081,Low Risk,8,1,1.5,1010,39.45563680017462,Moderate Investment
199000,0.1533527696793002,Low Risk,7,3,1.0,1510,34.17154394225222,Low Investment
170000,0.2947521865889212,Low Risk,7,3,1.0,1250,39.13233345286166,Moderate Investment
168000,0.0040816326530612,Low Risk,6,3,1.5,1370,24.826366910400523,Low Investment
975000,0.1478134110787172,Low Risk,8,3,2.5,3050,41.06761665705243,Moderate Investment
942500,0.4457725947521866,Medium Risk,9,5,3.5,3750,59.857641758001904,Moderate Investment
925000,0.0072886297376093,Low Risk,9,5,3.0,3850,42.585662836563195,Moderate Investment
921000,0.1460641399416909,Low Risk,8,3,2.25,2380,39.206201961304004,Moderate Investment
907687,0.0049562682215743,Low Risk,9,4,2.5,3560,40.71696730640308,Moderate Investment
864000,0.2994169096209912,Low Risk,8,4,1.75,2260,46.019457133502755,Moderate Investment
856500,0.1524781341107871,Low Risk,10,4,2.5,3290,48.895916808281754,Moderate Investment
850000,0.7288629737609328,High Potential,9,6,3.25,4920,75.30959916434105,High Investment Potential
840500,0.7023323615160347,High Potential,7,4,2.25,2290,59.21628911304781,Moderate Investment
825000,0.591545189504373,Medium Risk,9,5,2.5,2890,63.38908030744765,High Investment Potential
815000,0.1486880466472303,Low Risk,7,3,1.5,1370,33.61062347016728,Low Investment
775000,0.2921282798833818,Low Risk,8,5,1.5,1720,45.2840616766187,Moderate Investment
750000,0.1518950437317784,Low Risk,8,4,1.75,2670,41.21483918242622,Moderate Investment
745000,0.1472303206997084,Low Risk,8,4,2.25,2290,40.01220748039476,Moderate Investment
740000,0.0023323615160349,Low Risk,9,4,2.5,3050,39.24837467454514,Moderate Investment
711000,0.1466472303206997,Low Risk,9,4,2.5,2770,44.27230632512745,Moderate Investment
650000,0.0064139941690962,Low Risk,9,4,2.5,3420,40.400944793501814,Moderate Investment
645000,0.1457725947521865,Low Risk,9,4,2.75,2330,43.06085031415164,Moderate Investment
641000,0.2991253644314868,Low Risk,8,2,1.0,1420,41.76180602110974,Moderate Investment
640000,0.0040816326530612,Low Risk,9,4,2.5,2500,37.847757284732076,Moderate Investment
630000,0.4443148688046647,Medium Risk,8,5,2.0,1900,51.852808655929906,Moderate Investment
625000,0.2991253644314868,Low Risk,9,4,2.5,2570,49.836672331270165,Moderate Investment
625000,0.4437317784256558,Medium Risk,8,3,2.0,1880,49.77600910494067,Moderate Investment
607500,0.1486880466472303,Low Risk,7,3,1.5,1800,34.760356090488145,Low Investment
607000,0.153935860058309,Low Risk,8,4,2.75,2150,39.906097503936635,Moderate Investment
600000,0.1463556851311953,Low Risk,6,3,1.0,940,29.367596389205033,Low Investment
600000,0.4448979591836734,Medium Risk,7,2,1.0,1180,43.95099858125068,Moderate Investment
587000,0.1475218658892128,Low Risk,8,3,2.5,2150,38.64953773717279,Moderate Investment
585000,0.2924198250728863,Low Risk,9,3,2.5,2050,47.17807642537534,Moderate Investment
575000,0.1495626822157434,Low Risk,9,4,2.5,2550,43.800689106811554,Moderate Investment
561600,0.1504373177842565,Low Risk,9,4,2.5,2350,43.300915171263306,Moderate Investment
557500,0.2985422740524781,Low Risk,9,3,2.5,2620,48.94703855568201,Moderate Investment
550000,0.0075801749271137,Low Risk,8,3,2.0,2380,33.66684336072091,Low Investment
545000,0.0,Low Risk,8,3,2.5,2660,34.11229946524064,Low Investment
510000,0.2979591836734693,Low Risk,8,4,2.75,3180,48.421041143730214,Moderate Investment
504058,0.1466472303206997,Low Risk,8,4,2.75,2910,41.64663787592959,Moderate Investment
498000,0.2973760932944606,Low Risk,7,3,2.5,1620,40.22659453391746,Moderate Investment
495000,0.2947521865889212,Low Risk,8,5,1.75,2760,48.16976660794187,Moderate Investment
490000,0.1495626822157434,Low Risk,8,4,2.25,2800,41.46913830467252,Moderate Investment
490000,0.1504373177842565,Low Risk,8,3,2.5,1930,38.177920518856894,Moderate Investment
473000,0.2988338192419825,Low Risk,7,5,3.25,2180,43.78222977502689,Moderate Investment
470000,0.0052478134110787,Low Risk,7,3,2.25,1780,28.9692708252132,Low Investment
466000,0.2921282798833818,Low Risk,7,2,1.5,1140,37.73325953758126,Moderate Investment
448000,0.2927113702623906,Low Risk,6,2,1.0,1110,34.6763692489983,Low Investment
445000,0.2982507288629737,Low Risk,7,4,1.75,2430,43.42735535772751,Moderate Investment
432000,0.007871720116618,Low Risk,9,3,2.0,2190,36.17048377792675,Moderate Investment
431000,0.2988338192419825,Low Risk,8,3,2.5,1710,43.52554528304828,Moderate Investment
430000,0.0011661807580174,Low Risk,7,2,2.0,1440,26.896914609999843,Low Investment
425500,0.2947521865889212,Low Risk,8,3,2.5,1970,44.05746714270123,Moderate Investment
409950,0.2973760932944606,Low Risk,7,3,1.75,1320,39.424455496484306,Moderate Investment
409000,0.297667638483965,Low Risk,8,2,2.25,1640,42.29173227732651,Moderate Investment
405500,0.1536443148688046,Low Risk,7,3,1.5,1010,32.84630735411047,Low Investment
402500,0.149271137026239,Low Risk,7,3,1.75,1480,33.92806473238646,Low Investment
400000,0.2924198250728863,Low Risk,7,5,1.75,2300,43.8465256232363,Moderate Investment
399950,0.4460641399416908,Medium Risk,8,3,2.0,1590,49.09390249606335,Moderate Investment
396000,0.2967930029154518,Low Risk,7,4,1.75,1970,42.139099795762455,Moderate Investment
390000,0.0017492711370262,Low Risk,7,3,2.75,1950,29.283874588796557,Low Investment
390000,0.1510204081632652,Low Risk,7,1,1.75,1440,31.891083706209756,Low Investment
374000,0.003206997084548,Low Risk,7,4,1.75,2220,31.06410876038727,Low Investment
372000,0.297667638483965,Low Risk,7,4,1.75,1890,41.960181475187476,Moderate Investment
370000,0.0037900874635568,Low Risk,8,4,2.5,2130,33.84679066431767,Low Investment
362764,0.0075801749271137,Low Risk,7,3,2.0,1460,28.206950312592568,Low Investment
355000,0.1518950437317784,Low Risk,6,3,1.0,1600,31.353876615581296,Low Investment
350000,0.1530612244897959,Low Risk,8,3,3.0,3200,41.67859871221216,Moderate Investment
350000,0.2915451895043731,Low Risk,7,2,1.75,1080,37.549508114934284,Moderate Investment
340000,0.1507288629737609,Low Risk,7,4,1.75,1800,35.841988743549365,Moderate Investment
340000,0.1460641399416909,Low Risk,6,3,2.0,1130,29.86395597199919,Low Investment
330000,0.1533527696793002,Low Risk,7,3,1.75,1510,34.17154394225222,Low Investment
316750,0.0075801749271137,Low Risk,7,3,2.5,1256,27.661495767138025,Low Investment
310000,0.2950437317784256,Low Risk,7,3,1.0,1210,39.037043388784085,Moderate Investment
306000,0.1513119533527697,Low Risk,8,2,1.5,1090,34.96691663678459,Low Investment
305000,0.2921282798833818,Low Risk,7,3,1.0,1030,38.439141890522436,Moderate Investment
302000,0.1545189504373177,Low Risk,7,4,2.75,2030,36.608565504123725,Moderate Investment
291000,0.0034985422740524,Low Risk,5,3,1.0,1280,21.562401584010225,Low Investment
282500,0.1524781341107871,Low Risk,6,2,1.75,1440,29.94939274411063,Low Investment
282000,0.0034985422740524,Low Risk,7,3,2.5,2010,29.514273241764236,Low Investment
275000,0.0005830903790087,Low Risk,8,4,2.25,2670,35.162361048315425,Moderate Investment
275000,0.1460641399416909,Low Risk,6,3,1.5,1060,29.67679019659812,Low Investment
275000,0.1498542274052478,Low Risk,7,3,1.75,1300,33.470104925086915,Low Investment
274700,0.2979591836734693,Low Risk,7,4,2.0,2440,43.44243151806177,Moderate Investment
272000,0.7294460641399416,High Potential,7,4,2.0,1870,59.177842565597665,Moderate Investment
271900,0.146938775510204,Low Risk,7,3,1.75,1890,34.93102695623704,Low Investment
263000,0.1510204081632652,Low Risk,8,3,1.75,1790,37.826912583215105,Moderate Investment
252000,0.0067055393586005,Low Risk,6,2,1.0,940,22.78159055830124,Low Investment
250000,0.0011661807580174,Low Risk,7,4,2.75,1910,30.15359910197845,Low Investment
245000,0.0037900874635568,Low Risk,8,3,2.0,1470,31.08208478196473,Low Investment
242000,0.1545189504373177,Low Risk,7,4,1.0,2240,37.17006283032693,Moderate Investment
238000,0.0017492711370262,Low Risk,7,4,1.0,1400,28.813286353502438,Low Investment
237000,0.007871720116618,Low Risk,7,3,1.0,1160,27.416473082739586,Low Investment
219000,0.0058309037900874,Low Risk,7,3,1.5,1060,27.06746075053398,Low Investment
212000,0.29533527696793,Low Risk,6,3,1.0,1040,35.59415974181881,Moderate Investment
205000,0.0034985422740524,Low Risk,6,2,1.0,1060,22.97416628989258,Low Investment
190000,0.2935860058309038,Low Risk,7,4,2.5,1840,41.663226329492836,Moderate Investment
185000,0.007871720116618,Low Risk,7,5,1.75,1990,31.63572441963798,Low Investment
185000,0.0,Low Risk,6,3,1.0,1510,25.037433155080215,Low Investment
178000,0.2979591836734693,Low Risk,6,3,1.0,840,35.1643566517516,Moderate Investment
170000,0.1463556851311953,Low Risk,7,3,1.5,1350,33.46385307369701,Low Investment
115000,0.1463556851311953,Low Risk,5,2,0.75,550,24.324815640541928,Low Investment
1040000,0.0081632653061224,Low Risk,9,5,3.25,4475,44.29177125395613,Moderate Investment
950000,0.2982507288629737,Low Risk,9,5,3.25,2700,51.14928049141734,Moderate Investment
885250,0.0075801749271137,Low Risk,10,4,2.5,3670,44.116041221683474,Moderate Investment
842000,0.2941690962099125,Low Risk,8,4,1.75,2170,45.56890288582966,Moderate Investment
835000,0.1460641399416909,Low Risk,9,4,2.5,3650,46.60192388643769,Moderate Investment
800000,0.1521865889212827,Low Risk,8,3,2.5,1630,37.44575232690478,Moderate Investment
785000,0.2994169096209912,Low Risk,9,4,2.5,2290,49.09967103724607,Moderate Investment
765000,0.2979591836734693,Low Risk,10,4,2.5,2980,53.88628178544145,Moderate Investment
751000,0.1545189504373177,Low Risk,10,3,2.5,3090,47.44279010305421,Moderate Investment
749950,0.0020408163265306,Low Risk,8,3,2.5,2010,32.45596420386336,Low Investment
716000,0.0002915451895043,Low Risk,9,3,3.0,1660,34.45016448137696,Low Investment
700000,0.0081632653061224,Low Risk,9,4,2.5,2590,38.251664302084464,Moderate Investment
699188,0.1536443148688046,Low Risk,9,4,3.25,3250,45.83561216694469,Moderate Investment
699000,0.2915451895043731,Low Risk,7,3,1.75,1670,40.127048221886156,Moderate Investment
685000,0.2982507288629737,Low Risk,7,4,2.5,2170,42.732168191952105,Moderate Investment
670000,0.2935860058309038,Low Risk,7,4,3.0,2500,43.42793221184578,Moderate Investment
667000,0.1489795918367347,Low Risk,8,3,1.75,1770,37.69180399432501,Moderate Investment
665000,0.1457725947521865,Low Risk,8,3,2.5,1730,37.45657223928532,Moderate Investment
659950,0.2932944606413993,Low Risk,9,4,2.75,3550,52.22375703528164,Moderate Investment
655000,0.0058309037900874,Low Risk,8,3,2.0,1410,31.003289627539324,Low Investment
645000,0.1542274052478133,Low Risk,7,3,1.75,2340,36.42578070189114,Moderate Investment
637000,0.2927113702623906,Low Risk,9,5,3.0,2460,50.285994917447496,Moderate Investment
635000,0.1521865889212827,Low Risk,7,3,2.5,1530,34.1783726477604,Low Investment
630000,0.5892128279883381,Medium Risk,8,5,1.75,2490,59.226267130228706,Moderate Investment
626000,0.0075801749271137,Low Risk,7,3,1.0,1040,27.083955660186152,Low Investment
623300,0.0023323615160349,Low Risk,9,4,3.5,4170,42.24302708096225,Moderate Investment
595000,0.0075801749271137,Low Risk,7,4,1.5,1350,28.912832665533745,Low Investment
572000,0.0020408163265306,Low Risk,8,5,2.25,2340,35.33831714503983,Moderate Investment
565000,0.5895043731778425,Medium Risk,7,3,3.0,2110,53.221886157060226,Moderate Investment
565000,0.1545189504373177,Low Risk,7,4,1.0,1540,35.298405076316236,Moderate Investment
560000,0.2997084548104956,Low Risk,8,3,2.5,1960,44.22897990364977,Moderate Investment
550000,0.0026239067055393,Low Risk,7,3,1.0,1600,28.38303113453173,Low Investment
550000,0.1466472303206997,Low Risk,8,3,2.5,2290,38.988883865234406,Moderate Investment
549900,0.003206997084548,Low Risk,7,3,1.5,1380,27.818119455574433,Low Investment
542126,0.2927113702623906,Low Risk,8,4,2.5,2360,46.01861523830311,Moderate Investment
540000,0.1486880466472303,Low Risk,9,4,2.5,2290,43.07051651829563,Moderate Investment
525000,0.1489795918367347,Low Risk,7,5,2.25,2500,38.64367565207902,Moderate Investment
520000,0.0040816326530612,Low Risk,7,4,1.75,1240,28.478773327512823,Low Investment
520000,0.0029154518950437,Low Risk,7,2,1.0,1360,26.752981712165386,Low Investment
520000,0.0,Low Risk,8,3,2.25,1850,31.946524064171122,Low Investment
517534,0.1460641399416909,Low Risk,5,2,1.0,833,25.069838324940363,Low Investment
515000,0.5892128279883381,Medium Risk,9,3,2.5,2360,59.87867354734101,Moderate Investment
500000,0.29533527696793,Low Risk,8,3,2.25,1710,43.385603592086184,Moderate Investment
485000,0.1536443148688046,Low Risk,8,3,2.5,1800,37.95860681935112,Moderate Investment
480000,0.2965014577259475,Low Risk,8,3,2.5,1940,44.047224084438966,Moderate Investment
480000,0.149271137026239,Low Risk,9,4,2.5,3620,46.6499898660763,Moderate Investment
478830,0.0046647230320699,Low Risk,9,4,2.5,3274,39.94059961646996,Moderate Investment
475000,0.2924198250728863,Low Risk,7,2,1.75,1710,39.26898551628443,Moderate Investment
470000,0.0023323615160349,Low Risk,7,3,1.0,1010,26.793829219999683,Low Investment
469000,0.0,Low Risk,7,3,1.75,1680,28.49197860962567,Low Investment
460500,0.2924198250728863,Low Risk,7,3,1.0,1490,39.680750222166786,Moderate Investment
460000,0.1466472303206997,Low Risk,7,5,2.0,1910,36.972841084485744,Moderate Investment
450000,0.1510204081632652,Low Risk,7,4,1.75,2390,37.43119065808141,Moderate Investment
450000,0.0020408163265306,Low Risk,7,2,2.0,1900,28.16184655680454,Low Investment
450000,0.0052478134110787,Low Risk,7,3,1.5,1520,28.2740836594378,Low Investment
443000,0.0069970845481049,Low Risk,7,4,1.5,1860,30.253145414009758,Low Investment
440000,0.003206997084548,Low Risk,7,3,1.75,1950,29.34218362669743,Low Investment
430000,0.2994169096209912,Low Risk,8,3,2.25,1550,43.121061411577614,Moderate Investment
427500,0.1536443148688046,Low Risk,7,3,1.0,1350,33.755398263201386,Low Investment
426000,0.2973760932944606,Low Risk,7,2,1.0,2230,40.85761057669821,Moderate Investment
414050,0.151603498542274,Low Risk,7,4,2.0,1590,35.31547684008668,Moderate Investment
399440,0.0026239067055393,Low Risk,9,4,2.5,2311,37.28410065324831,Moderate Investment
389500,0.1513119533527697,Low Risk,8,3,2.5,1350,36.66210380255998,Moderate Investment
382450,0.0023323615160349,Low Risk,8,3,2.5,2220,33.029123337646745,Low Investment
382000,0.0072886297376093,Low Risk,7,3,1.75,1790,29.077641446188863,Low Investment
379950,0.0052478134110787,Low Risk,8,3,1.75,2040,32.6644579909886,Low Investment
375000,0.2941690962099125,Low Risk,8,3,2.5,1330,42.32291358101682,Moderate Investment
375000,0.2970845481049562,Low Risk,7,3,1.0,1520,39.9475530471929,Moderate Investment
365000,0.1510204081632652,Low Risk,8,3,1.0,1380,36.73065589872312,Moderate Investment
360000,0.0087463556851311,Low Risk,8,3,1.75,1520,31.414025350399896,Low Investment
360000,0.0069970845481049,Low Risk,7,4,1.75,2140,31.001808515614037,Low Investment
357500,0.1521865889212827,Low Risk,7,3,1.0,1070,32.94842612369622,Low Investment
351000,0.2973760932944606,Low Risk,7,3,1.0,1160,38.99664800985329,Moderate Investment
350500,0.0072886297376093,Low Risk,8,2,2.5,1290,29.74074305046694,Low Investment
350000,0.2982507288629737,Low Risk,7,3,1.75,1970,41.19740883366333,Moderate Investment
350000,0.1536443148688046,Low Risk,7,3,1.0,1790,34.931868851436676,Low Investment
347000,0.2915451895043731,Low Risk,7,3,1.0,1010,38.362342339533214,Moderate Investment
345000,0.1536443148688046,Low Risk,6,3,1.0,1120,30.140425001169298,Low Investment
340000,0.2985422740524781,Low Risk,7,3,1.0,1010,38.642225721457415,Moderate Investment
336000,0.0046647230320699,Low Risk,8,3,2.25,2820,34.726695873154455,Low Investment
335000,0.1513119533527697,Low Risk,8,3,2.75,2850,40.67279898972576,Moderate Investment
332500,0.1510204081632652,Low Risk,7,3,1.0,1030,32.79482702171778,Low Investment
325000,0.1524781341107871,Low Risk,8,4,2.5,2160,39.8745264339502,Moderate Investment
